62,62,62,62,62,62,62,11,11,16,16,27,27,31,31,38,38,46,46,56,56,58,58,62,9,9,18,18,25,25,33,33,38,38,48,48,56,56,58,58,62,8,8,11,11,16,16,18,18,24,24,27,27,32,32,34,34,38,38,40,40,46,46,49,49,56,56,58,58,62,7,7,10,10,23,23,25,25,33,33,34,34,38,38,40,40,47,47,50,50,56,56,58,58,62,6,6,9,9,22,22,25,25,38,38,40,40,48,48,51,51,56,56,58,58,62,6,6,8,8,22,22,24,24,38,38,40,40,49,49,51,51,56,56,58,58,62,6,6,8,8,22,22,24,24,38,38,40,40,49,49,51,51,56,56,58,58,62,6,6,8,8,21,21,24,24,38,38,40,40,49,49,52,52,56,56,58,58,62,6,6,8,8,21,21,24,24,38,38,40,40,49,49,52,52,56,56,58,58,62,6,6,8,8,21,21,24,24,38,38,40,40,49,49,52,52,56,56,58,58,62,6,6,8,8,21,21,24,24,38,38,40,40,49,49,52,52,56,56,58,58,62,6,6,8,8,21,21,24,24,38,38,40,40,49,49,51,51,56,56,58,58,62,6,6,8,8,22,22,24,24,38,38,40,40,49,49,51,51,56,56,58,58,62,6,6,9,9,22,22,25,25,38,38,40,40,48,48,51,51,56,56,58,58,62,7,7,9,9,18,18,19,19,23,23,25,25,33,33,34,34,38,38,40,40,48,48,50,50,56,56,58,58,62,7,7,11,11,16,16,18,18,23,23,27,27,32,32,34,34,38,38,40,40,46,46,49,49,56,56,58,58,62,9,9,18,18,24,24,33,33,38,38,48,48,56,56,58,58,62,11,11,16,16,26,26,31,31,38,38,46,46,56,56,58,58,62,62,62,62,62,62,62
1,2,3,4,5,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,27,28,29,30,31
1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1
